"","genes","logFC","logCPM","F","PValue","FDR"
"ENSG00000196739.15","ENSG00000196739.15",0.470810288987776,3.63162103406668,9.04778710566863,0.00278628637549365,0.00489806797376653
"ENSG00000141497.14","ENSG00000141497.14",0.671180580901014,2.88999707201206,9.04307157900811,0.00279333017750979,0.00490955139218126
"ENSG00000137845.15","ENSG00000137845.15",0.273437627973554,3.75151820452852,9.04005317399272,0.00279784843917776,0.00491659253452434
"ENSG00000135341.18","ENSG00000135341.18",0.250238349576884,3.4263248362378,9.03706542513642,0.00280232815151221,0.00492356337015322
"ENSG00000197798.9","ENSG00000197798.9",0.3050658446565,2.99464945243132,16.6434417379711,0.00281022016026024,0.00493652580759347
"ENSG00000103642.12","ENSG00000103642.12",-0.23607051401551,4.59801104543477,9.02272489092175,0.00282393180977427,0.00495970460553109
"ENSG00000115053.17","ENSG00000115053.17",0.18862666965784,6.77676301199469,9.01834257488822,0.00283056748487228,0.00497044958016716
"ENSG00000214941.8","ENSG00000214941.8",-0.298469933279769,3.87996159637435,9.01314405925125,0.0028384596685951,0.00498339663835277
"ENSG00000105221.18","ENSG00000105221.18",-0.22767203410362,4.47248936729513,9.00472258429581,0.00285129247992395,0.00500501148423293
"ENSG00000063587.15","ENSG00000063587.15",-0.343153252630485,3.50691410694009,9.00354028173202,0.00285309882683772,0.00500726667964207
"ENSG00000134575.13","ENSG00000134575.13",-0.245090613548114,6.07894987966433,8.99878040093613,0.00286038288934576,0.00501913283453104
"ENSG00000233377.1","ENSG00000233377.1",-0.782789596896854,5.11788250491395,8.99330204999419,0.00286878991043338,0.00503296475514628
"ENSG00000177469.13","ENSG00000177469.13",0.442316224490562,5.98102658223413,8.99266985740415,0.0028697616872098,0.0050337497162825
"ENSG00000116273.6","ENSG00000116273.6",-0.254040172378004,3.94270367871069,8.99006803245186,0.00287376462591325,0.00503985027562427
"ENSG00000181026.15","ENSG00000181026.15",0.339442078192819,3.7578934140208,8.98877463442698,0.00287575665285938,0.00504242262419178
"ENSG00000017797.13","ENSG00000017797.13",0.249162882458883,4.18878062896466,8.9854809041099,0.00288083585378771,0.00505040617172425
"ENSG00000171793.16","ENSG00000171793.16",-0.359276993687156,3.73377315228448,8.98468945216075,0.00288205770014313,0.00505162569314845
"ENSG00000182473.22","ENSG00000182473.22",0.289340851303742,3.50495183145783,10.8856419798794,0.00288654292825566,0.00505856372969229
"ENSG00000230202.1","ENSG00000230202.1",0.768924794595819,5.15475644806607,8.97988579911712,0.00288948494486857,0.00506279530402231
"ENSG00000056736.10","ENSG00000056736.10",0.529069333743135,5.51351734006647,8.97901090374506,0.00289083977846729,0.00506424486738796
"ENSG00000180644.8","ENSG00000180644.8",-0.567995272506141,3.28159311043936,8.97153259708108,0.00290244690494518,0.00508365084609992
"ENSG00000196154.12","ENSG00000196154.12",0.675442887231782,5.94803965961453,8.97033751404281,0.00290430620116226,0.00508597948397623
"ENSG00000091039.17","ENSG00000091039.17",-0.316309467345112,3.27341674696767,8.96866531733281,0.00290690982463076,0.00508950395277533
"ENSG00000141738.14","ENSG00000141738.14",0.575914505835214,3.69987879542593,8.96836406300117,0.00290737913302291,0.00508950395277533
"ENSG00000063601.17","ENSG00000063601.17",0.2737640494455,3.30164607728989,8.96580199872121,0.00291137356399638,0.00509556722230907
"ENSG00000165929.13","ENSG00000165929.13",0.893419729601079,2.73452654849843,8.96195691746466,0.00291737881196476,0.00510514702786396
"ENSG00000165244.7","ENSG00000165244.7",-0.464020595556503,3.1844147140149,8.96052204931101,0.00291962302490793,0.00510814307255625
"ENSG00000078618.22","ENSG00000078618.22",0.187788359293086,5.45675218447678,8.9561756046536,0.0029264318560354,0.00511912278023685
"ENSG00000122692.9","ENSG00000122692.9",-0.196201727615285,4.21600888427058,12.6660714997458,0.00293307710354985,0.0051298123873344
"ENSG00000099864.18","ENSG00000099864.18",0.737767484540045,3.3827052493217,8.94947357592522,0.00293696253518243,0.00513567219266874
"ENSG00000147168.13","ENSG00000147168.13",0.827280707505803,3.18786777629539,8.92685170344412,0.00297279384551992,0.0051973813361849
"ENSG00000139292.13","ENSG00000139292.13",1.20617043184199,2.8320764380162,8.92452562760466,0.00297650336513485,0.00520291921072369
"ENSG00000178057.15","ENSG00000178057.15",0.299243436352833,6.30704570399628,8.92392348795298,0.00297746439912245,0.00520365159868479
"ENSG00000101901.12","ENSG00000101901.12",0.309834147927321,3.16328520381151,15.2132013342672,0.00298131415308846,0.00520943135596091
"ENSG00000152147.11","ENSG00000152147.11",0.289880853965581,3.50392511686462,10.5961465775601,0.00298979748431385,0.00522330406722711
"ENSG00000203797.12","ENSG00000203797.12",-0.35435771149376,3.9870097531136,8.91541000622267,0.00299108611187883,0.00522460456223377
"ENSG00000232368.1","ENSG00000232368.1",0.655359558952638,3.85618581954941,8.91149730499711,0.00299736780542002,0.00523462451010227
"ENSG00000157353.17","ENSG00000157353.17",0.296880687382361,3.33352839869708,11.2055943092686,0.00299797882474466,0.00523473930839372
"ENSG00000170175.11","ENSG00000170175.11",-0.314316193793084,2.95980766741744,10.3397177342577,0.00300191645701828,0.005240661572536
"ENSG00000132793.12","ENSG00000132793.12",0.412272628481171,3.25833633513637,8.907583475653,0.0030036647746345,0.0052427603339075
"ENSG00000139131.13","ENSG00000139131.13",0.221688438984662,3.7340668936661,10.1338968293719,0.00300791751487965,0.00524832890968032
"ENSG00000074071.15","ENSG00000074071.15",0.330787220499697,7.13973489557468,8.90492573851939,0.00300794850636054,0.00524832890968032
"ENSG00000185201.16","ENSG00000185201.16",-0.449341145977005,8.40397339005798,8.8998995536526,0.00301606674055832,0.00526153747217152
"ENSG00000168434.13","ENSG00000168434.13",0.266507837030189,3.42492328571456,14.6598880174315,0.00301684193031147,0.00526193359938047
"ENSG00000282651.2","ENSG00000282651.2",-1.0925484712379,3.76676844692515,8.89832251723104,0.00301861855535925,0.00526407595484991
"ENSG00000167962.14","ENSG00000167962.14",0.287200011053315,3.85957096306239,8.89563314104092,0.00302297533769132,0.00527071617178291
"ENSG00000120832.10","ENSG00000120832.10",0.30460725269916,3.12877807827857,11.6388359941318,0.00302785799957315,0.00527827070926135
"ENSG00000152683.14","ENSG00000152683.14",0.215815185484621,3.72257166495865,8.89162353916023,0.00302948279730378,0.00528014430902619
"ENSG00000163956.13","ENSG00000163956.13",0.249315274292985,5.1263333279477,8.88662572090291,0.00303761411483587,0.00529335550960688
"ENSG00000156983.16","ENSG00000156983.16",0.298702083181802,2.90810183119297,16.4829263847544,0.00304283818934229,0.00530126092705719
"ENSG00000179222.18","ENSG00000179222.18",0.443332168062703,6.26586063888864,8.88293923399846,0.0030436261975936,0.00530126092705719
"ENSG00000090470.15","ENSG00000090470.15",0.237236246240043,3.61640188348043,13.9354975895276,0.00304380731561867,0.00530126092705719
"ENSG00000125753.14","ENSG00000125753.14",0.322521164244902,5.58677000330837,8.88188307008579,0.00304535087172821,0.00530298718820802
"ENSG00000136877.15","ENSG00000136877.15",-0.286918182230747,5.49608335805681,8.88105272477365,0.00304670749302091,0.00530438736543357
"ENSG00000087095.13","ENSG00000087095.13",0.235103618664514,3.72062250701475,11.5349535091319,0.00304742453805402,0.00530467371991271
"ENSG00000169814.16","ENSG00000169814.16",-0.354875725074568,3.97004167774114,8.87295143278624,0.00305997581166747,0.00532555616243794
"ENSG00000237310.2","ENSG00000237310.2",0.46779438311915,3.20070398965008,8.86644450046303,0.00307067556628426,0.00534320925073934
"ENSG00000115548.17","ENSG00000115548.17",0.299250307690311,2.91992642488385,9.50831477572382,0.00307327487063826,0.00534676309498502
"ENSG00000122376.12","ENSG00000122376.12",-0.242914165851073,4.40742541483029,8.86391371908249,0.00307484739138781,0.0053485296171993
"ENSG00000244067.3","ENSG00000244067.3",-1.02865544769764,8.72270851181952,8.86202880279158,0.00307795830782274,0.00535297097012651
"ENSG00000143374.17","ENSG00000143374.17",0.267202842131186,5.10762830484117,8.8609736100585,0.00307970122806106,0.00535503202126176
"ENSG00000126790.12","ENSG00000126790.12",0.381598855704639,3.04133197446819,8.85090912554944,0.00309637598635404,0.00538305133448003
"ENSG00000247556.6","ENSG00000247556.6",-0.239243536031442,4.20826484387401,8.84401491531389,0.00310785139644368,0.00540130121904408
"ENSG00000105656.13","ENSG00000105656.13",-0.263483679922775,3.237731580707,13.4204404775429,0.00310799874312495,0.00540130121904408
"ENSG00000115956.10","ENSG00000115956.10",-0.585316366275639,3.68231250111333,8.84287707553338,0.00310974949800503,0.00540336564359245
"ENSG00000169964.8","ENSG00000169964.8",0.294428108978348,3.70887804430618,8.84077930003857,0.0031132520294474,0.00540847258101612
"ENSG00000063322.15","ENSG00000063322.15",0.181766061041273,5.44873955424644,8.84041124533115,0.00311386696352042,0.00540856212227176
