"","genes","logFC","logCPM","F","PValue","FDR"
"ENSG00000100577.19","ENSG00000100577.19",-1.91649470428694,4.22645341129518,157.144144065226,6.76095850844643e-31,1.0242069586066e-28
"ENSG00000155666.12","ENSG00000155666.12",-2.2984230811629,4.23528166320146,157.117268094645,6.82804639071065e-31,1.0242069586066e-28
"ENSG00000241399.7","ENSG00000241399.7",-1.68286086297615,3.2504357129417,156.499788274286,8.56789567099035e-31,1.2654122837155e-28
"ENSG00000160767.21","ENSG00000160767.21",1.49847945738191,4.24548358401096,155.739056673661,1.13362285696261e-30,1.64890597376379e-28
"ENSG00000156006.5","ENSG00000156006.5",-2.82529300593917,4.76415397112499,155.614303788575,1.18692831151453e-30,1.70067340157306e-28
"ENSG00000120833.14","ENSG00000120833.14",-2.07834478826377,3.49401206351521,154.784955355177,1.61139296020736e-30,2.27490770852804e-28
"ENSG00000138744.16","ENSG00000138744.16",-1.49983632242527,3.9361311063871,152.151790388317,4.26635680974744e-30,5.93580077877904e-28
"ENSG00000152782.16","ENSG00000152782.16",-1.48251504730212,4.35318034593076,151.905887317558,4.67355220785853e-30,6.40944302792027e-28
"ENSG00000163348.4","ENSG00000163348.4",1.18750964360673,5.28115306319213,151.497377198628,5.43819337802705e-30,7.35305020127601e-28
"ENSG00000146278.11","ENSG00000146278.11",-1.29845279960854,6.62126091069866,150.986252128449,6.57445664900522e-30,8.76594219867363e-28
"ENSG00000138670.18","ENSG00000138670.18",-1.67221970541089,2.95349686257404,150.380381287138,8.23450187335788e-30,1.08289339704432e-27
"ENSG00000119537.18","ENSG00000119537.18",-0.832297768128325,4.35880430069211,150.29515874718,8.49961567936536e-30,1.08967367086059e-27
"ENSG00000198952.8","ENSG00000198952.8",1.32190807920647,6.10112241428546,150.290903526435,8.51307555359839e-30,1.08967367086059e-27
"ENSG00000172936.16","ENSG00000172936.16",-0.947209001034009,5.14764835221789,148.996830329987,1.37820972532682e-29,1.74089649514967e-27
"ENSG00000150907.10","ENSG00000150907.10",-1.57661801664437,3.8831676981051,148.37630462759,1.7370600822696e-29,2.16568529737509e-27
"ENSG00000134294.14","ENSG00000134294.14",-1.51815739281197,6.74514857124914,147.820766522417,2.13738940862005e-29,2.6306331183016e-27
"ENSG00000116521.11","ENSG00000116521.11",1.24341048836489,6.82200002325992,147.332071953233,2.56560167273502e-29,3.10199044354214e-27
"ENSG00000139597.18","ENSG00000139597.18",-1.3864340065189,3.72218979069544,147.311930954006,2.58499203628512e-29,3.10199044354214e-27
"ENSG00000158882.15","ENSG00000158882.15",1.53439355202004,4.01099777549525,146.202648218799,3.91506076548227e-29,4.64007201834936e-27
"ENSG00000034152.19","ENSG00000034152.19",-1.14139222369577,5.55627416525095,144.209368353161,8.27156838642009e-29,9.68378737922352e-27
"ENSG00000196177.13","ENSG00000196177.13",-1.67988070886517,6.88013308238693,143.173252056097,1.22153893882562e-28,1.41286431478626e-26
"ENSG00000109220.11","ENSG00000109220.11",-0.873784889150791,4.30320546684365,142.408693518573,1.62949407615493e-28,1.86227894417706e-26
"ENSG00000163468.15","ENSG00000163468.15",1.18509925125036,7.87045856739739,142.265783521569,1.71974464093174e-28,1.9422998297582e-26
"ENSG00000165795.23","ENSG00000165795.23",-1.4143430116809,6.24491363410111,141.182481032379,2.5889590001045e-28,2.8900007443027e-26
"ENSG00000111275.13","ENSG00000111275.13",-1.57146339858186,7.80294245701658,140.560362117389,3.27574651774118e-28,3.61461684716268e-26
"ENSG00000197019.5","ENSG00000197019.5",-1.44351244525798,4.67120530932999,140.252323368638,3.68086104333503e-28,4.0154847745473e-26
"ENSG00000116704.8","ENSG00000116704.8",-1.26837365900469,5.21349078615645,140.157972598802,3.81474589003304e-28,4.067571793812e-26
"ENSG00000170677.6","ENSG00000170677.6",-0.976313726528974,3.97159939399357,140.13381128537,3.8498111209897e-28,4.067571793812e-26
"ENSG00000138709.19","ENSG00000138709.19",-1.06943880896663,3.32527228155652,140.129762237107,3.85571909621763e-28,4.067571793812e-26
"ENSG00000113716.13","ENSG00000113716.13",0.868070643476553,4.00018948649969,139.469425462624,4.95198512016369e-28,5.16728882104037e-26
"ENSG00000104635.15","ENSG00000104635.15",-1.51638805966908,7.22672661578261,139.312765359567,5.25509538565338e-28,5.4246145916422e-26
"ENSG00000168994.14","ENSG00000168994.14",-1.24336686647451,7.12848673705037,138.463317485353,7.25453256845162e-28,7.40888432522718e-26
"ENSG00000241644.2","ENSG00000241644.2",-2.31145278425295,3.56146548899903,138.222021656528,7.95107530134457e-28,8.03477083083241e-26
"ENSG00000162928.9","ENSG00000162928.9",-0.701315998767959,4.11281748741626,137.221070861485,1.16353931633326e-27,1.15838461723688e-25
"ENSG00000180011.7","ENSG00000180011.7",-0.975605944399628,3.38361577247011,137.205514799128,1.17045112366643e-27,1.15838461723688e-25
"ENSG00000175336.10","ENSG00000175336.10",-2.77205442291704,7.48244282576561,136.918420768778,1.30568341740176e-27,1.27903681704662e-25
"ENSG00000148943.12","ENSG00000148943.12",-0.714872880079749,4.35991837819689,136.122802524333,1.76832287010466e-27,1.71473732858633e-25
"ENSG00000136689.19","ENSG00000136689.19",-2.00074171329108,5.89650004821436,136.056803240504,1.81341467177272e-27,1.74087808490181e-25
"ENSG00000099769.6","ENSG00000099769.6",-3.00231371521762,5.86256070183981,136.002675817289,1.8512565169391e-27,1.75961015471439e-25
"ENSG00000198670.12","ENSG00000198670.12",-2.26935399459405,4.03163109992838,135.763385409513,2.02829057092881e-27,1.90897936087418e-25
"ENSG00000060762.19","ENSG00000060762.19",-1.41025247874466,7.2980335900232,135.730158913202,2.05418240426053e-27,1.91457777484477e-25
"ENSG00000005187.12","ENSG00000005187.12",-1.93367731945891,3.48588055430278,135.40828022912,2.32285830859792e-27,2.13171148764838e-25
"ENSG00000143621.17","ENSG00000143621.17",0.959872219281522,7.16143100977756,135.398492624824,2.33155943961542e-27,2.13171148764838e-25
"ENSG00000109445.11","ENSG00000109445.11",-0.928911637239013,4.71666367863232,134.622138683754,3.13716497263717e-27,2.84120601295442e-25
"ENSG00000079739.17","ENSG00000079739.17",-1.18874470229903,6.85729865122201,133.604054696791,4.63275789307816e-27,4.15649306294863e-25
"ENSG00000073754.6","ENSG00000073754.6",-2.89504675359212,4.6905291721608,133.285726508944,5.23408987184167e-27,4.65252433052593e-25
"ENSG00000112312.10","ENSG00000112312.10",2.08719297348465,5.40307270742784,132.997458744254,5.84607722342693e-27,5.14883865549528e-25
"ENSG00000171163.16","ENSG00000171163.16",1.61948041010538,3.95668280218855,132.817287443241,6.26459196370638e-27,5.46728025923466e-25
"ENSG00000083123.15","ENSG00000083123.15",-1.40923555393938,4.59554889961822,132.660604731187,6.65295256274695e-27,5.7539049191325e-25
"ENSG00000159403.18","ENSG00000159403.18",-1.63496599178452,9.24447252209489,132.564468256185,6.90312492353945e-27,5.91696422017667e-25
"ENSG00000173846.13","ENSG00000173846.13",-1.44660431946947,3.03551829751169,130.64997529029,1.44175921088736e-26,1.22485738270077e-24
"ENSG00000060971.19","ENSG00000060971.19",-1.42038053667625,6.16915745460121,130.356428761454,1.61448800010958e-26,1.35956884219755e-24
"ENSG00000130164.14","ENSG00000130164.14",-1.41849066240982,5.28970539969778,129.97426582793,1.87090680857867e-26,1.56180046629176e-24
"ENSG00000169714.17","ENSG00000169714.17",-0.619099159075645,7.54455875490431,129.910948147234,1.91718088863205e-26,1.58663245955756e-24
"ENSG00000159921.19","ENSG00000159921.19",-1.45935857461518,5.41979590608752,129.398846129331,2.33629854048043e-26,1.91696290500958e-24
"ENSG00000101695.9","ENSG00000101695.9",-1.73323239678751,2.86999670956016,129.017389978029,2.70732928586276e-26,2.20257297832903e-24
"ENSG00000115738.10","ENSG00000115738.10",-1.33764478234955,7.73472648400771,128.914957409331,2.81668441264202e-26,2.27228322364398e-24
"ENSG00000106034.18","ENSG00000106034.18",-1.88817203861148,2.91806600216176,128.53759649685,3.25927152895447e-26,2.60741722316358e-24
"ENSG00000184162.15","ENSG00000184162.15",1.25563894143513,4.14402619828871,127.576423496299,4.72892938352652e-26,3.75187785800451e-24
"ENSG00000115042.10","ENSG00000115042.10",-1.06073140478839,4.15224192949441,127.519180731816,4.83502367776789e-26,3.80460879562064e-24
"ENSG00000169762.17","ENSG00000169762.17",-0.96462258258348,3.799586694759,127.459790237915,4.94762758061372e-26,3.86156298974729e-24
"ENSG00000142871.18","ENSG00000142871.18",-1.84901700706219,5.65971748645006,126.68761032706,6.67566693250245e-26,5.16825827032448e-24
"ENSG00000127241.18","ENSG00000127241.18",-1.53313064893005,4.8358328131685,126.37648822068,7.53296532770735e-26,5.78531737167925e-24
"ENSG00000147003.7","ENSG00000147003.7",-2.28082345364105,3.01463935213926,125.761467110947,9.56710211010386e-26,7.28922065531723e-24
"ENSG00000087586.18","ENSG00000087586.18",2.34325592742056,4.18694049780129,125.555261846627,1.03660735117818e-25,7.83577210339414e-24
"ENSG00000162688.17","ENSG00000162688.17",-1.37893634436931,3.90728711164106,125.29790622904,1.14579732740786e-25,8.59347995555895e-24
"ENSG00000176422.14","ENSG00000176422.14",-1.24646918090776,3.89392260099573,125.191684630174,1.19416834716903e-25,8.88683421149048e-24
"ENSG00000143368.10","ENSG00000143368.10",1.0970322903531,6.89562598424039,124.688944652169,1.4524696156715e-25,1.07259294695741e-23
"ENSG00000099860.9","ENSG00000099860.9",-1.80817267190539,7.67101914263518,124.641314809163,1.47968100509961e-25,1.0843463854165e-23
"ENSG00000177628.16","ENSG00000177628.16",1.32781365038972,5.85963037208425,123.821122909502,2.03748132509973e-25,1.48180460007253e-23
"ENSG00000101464.11","ENSG00000101464.11",1.16279403015688,4.81079889111715,123.112875975322,2.68677027565579e-25,1.93932290573651e-23
"ENSG00000134057.15","ENSG00000134057.15",2.64810474228081,4.61095667969152,122.98846857217,2.82065392072451e-25,2.02076698798174e-23
"ENSG00000143294.15","ENSG00000143294.15",0.967064583190859,5.45422599985518,122.938136974111,2.87670581570718e-25,2.04565746894733e-23
"ENSG00000123352.18","ENSG00000123352.18",1.44142519803713,3.06338652933311,122.735768296195,3.11360276384429e-25,2.19783724506656e-23
"ENSG00000100526.20","ENSG00000100526.20",2.95536145773184,3.81293070109628,122.4547069892,3.47549699096055e-25,2.43538475278988e-23
"ENSG00000128928.10","ENSG00000128928.10",-1.12430775460542,6.16311234234661,122.147655915464,3.91936234334861e-25,2.72651293450338e-23
"ENSG00000108773.11","ENSG00000108773.11",1.382595258458,5.22072031074839,122.014348542931,4.12940067684107e-25,2.84924551144046e-23
"ENSG00000163159.14","ENSG00000163159.14",1.05262610428025,5.88568491838966,121.998477036392,4.155149704184e-25,2.84924551144046e-23
"ENSG00000143643.13","ENSG00000143643.13",1.2937325763956,3.52278980408297,121.978909291596,4.18711748085622e-25,2.85080339122126e-23
"ENSG00000160688.19","ENSG00000160688.19",1.04885432074201,5.19627467345848,121.958279555423,4.22108789338109e-25,2.85369322369426e-23
"ENSG00000174059.17","ENSG00000174059.17",1.71816512507019,3.79664630295178,121.892380426821,4.33146862131483e-25,2.90783907444912e-23
"ENSG00000102967.12","ENSG00000102967.12",-1.65205090952061,4.74430890137029,121.736389531348,4.6044520691384e-25,3.06963471275893e-23
"ENSG00000143793.13","ENSG00000143793.13",1.27313222866497,3.7570977624449,121.217183082325,5.64391580285433e-25,3.73666149706218e-23
"ENSG00000176095.12","ENSG00000176095.12",0.836662778455103,4.50287882679734,121.139133809325,5.81938496026268e-25,3.8264449053782e-23
"ENSG00000177575.13","ENSG00000177575.13",-1.83906806246143,4.05956118169931,120.865574480668,6.47882863642276e-25,4.2310717625618e-23
"ENSG00000160959.8","ENSG00000160959.8",1.34780249456528,3.39737341674795,120.67804818081,6.97378101074012e-25,4.52353362858819e-23
"ENSG00000242802.9","ENSG00000242802.9",1.07721604796522,3.7333938275579,120.54959202655,7.33458712462237e-25,4.72564002660233e-23
"ENSG00000184557.4","ENSG00000184557.4",-2.14046917524758,5.67809557505083,120.522925849026,7.41180671471308e-25,4.74355629741637e-23
"ENSG00000146731.11","ENSG00000146731.11",0.867461641181734,6.56572216661164,119.422721351325,1.1423138956373e-24,7.26239297888615e-23
"ENSG00000143569.19","ENSG00000143569.19",0.982487672310624,5.27056221693318,118.943398046966,1.37960122106199e-24,8.71327086986523e-23
"ENSG00000110077.14","ENSG00000110077.14",-1.63830929043565,3.79777329145844,118.859925563026,1.42572472892439e-24,8.94572378932951e-23
"ENSG00000123358.20","ENSG00000123358.20",-1.98154087852265,3.66642222546129,118.272652484413,1.79714103112787e-24,1.12029570771607e-22
"ENSG00000166855.9","ENSG00000166855.9",-0.800319153432504,5.11806016375691,118.125233415947,1.90475591631439e-24,1.17971979333021e-22
"ENSG00000168288.13","ENSG00000168288.13",-0.700349695188996,6.4296869411414,118.09818670878,1.92519174068218e-24,1.18473337888134e-22
"ENSG00000162769.13","ENSG00000162769.13",1.91887706701428,2.98212616039439,117.754881629041,2.20456407549451e-24,1.34328523049193e-22
"ENSG00000123136.15","ENSG00000123136.15",1.4593350338439,5.28300614429338,117.747700620733,2.21082360851797e-24,1.34328523049193e-22
"ENSG00000075239.14","ENSG00000075239.14",-1.28251817801934,6.82861443318956,116.921602416941,3.06423905118279e-24,1.84354196263482e-22
"ENSG00000135845.10","ENSG00000135845.10",1.0226908802822,4.16052377718707,116.914736967005,3.0725699377247e-24,1.84354196263482e-22
"ENSG00000137992.14","ENSG00000137992.14",-1.02741197460842,3.40494570203409,116.893913469407,3.09797769417386e-24,1.84724135801671e-22
"ENSG00000253276.4","ENSG00000253276.4",-1.56883039347002,3.73157884215047,116.698505343379,3.34693495124005e-24,1.9833688599941e-22
"ENSG00000167315.18","ENSG00000167315.18",-1.46466088634633,7.35101482363964,116.674869649008,3.37837984914365e-24,1.98972064734841e-22
"ENSG00000185650.10","ENSG00000185650.10",-0.978553546510401,6.98517718820596,116.541506914131,3.56145116027176e-24,2.08475189869566e-22
"ENSG00000146674.15","ENSG00000146674.15",-1.82082497889544,7.12101083479065,116.492638877157,3.63100192015481e-24,2.1125829353628e-22
"ENSG00000187778.14","ENSG00000187778.14",0.776861505808629,5.08031545175549,116.292071970334,3.93104806098086e-24,2.27337719189255e-22
"ENSG00000171497.5","ENSG00000171497.5",-0.810893068246076,5.21484627809149,115.406915945042,5.58270602294281e-24,3.20922022875754e-22
"ENSG00000151224.13","ENSG00000151224.13",-1.72732660126954,9.60056342403522,115.236964323267,5.97204779683159e-24,3.41259874104662e-22
"ENSG00000138115.14","ENSG00000138115.14",-2.55702456432749,8.91063782766856,114.999901898143,6.56114026262307e-24,3.71079328135498e-22
"ENSG00000095203.14","ENSG00000095203.14",-1.47380804904883,4.45820473181713,114.996043465567,6.57119643573278e-24,3.71079328135498e-22
"ENSG00000143224.18","ENSG00000143224.18",1.07454283532292,3.60257134081161,114.891183379732,6.85050246014603e-24,3.81645587476264e-22
"ENSG00000163517.15","ENSG00000163517.15",1.68985805619821,3.74226190944852,114.889443027666,6.8552373448446e-24,3.81645587476264e-22
"ENSG00000059769.20","ENSG00000059769.20",-1.13990146758903,4.55411103992114,114.881250139425,6.87757152431184e-24,3.81645587476264e-22
"ENSG00000077152.11","ENSG00000077152.11",2.22819656290588,3.95103635596221,114.582698138924,7.74331134224281e-24,4.27217177503052e-22
"ENSG00000198899.2","ENSG00000198899.2",-1.26083374842276,14.2513332883008,114.4427589131,8.18601220121219e-24,4.49061240752211e-22
"ENSG00000110756.18","ENSG00000110756.18",-1.40195571942345,4.05628141381417,113.605440489613,1.14204366682071e-23,6.22932909174931e-22
"ENSG00000165030.4","ENSG00000165030.4",-1.29634598205298,6.11525660564154,113.311209450854,1.28396680668658e-23,6.96388776507973e-22
"ENSG00000177606.8","ENSG00000177606.8",-1.42472128845669,6.99794483655717,113.294394329797,1.29259335933837e-23,6.97129002789234e-22
"ENSG00000162734.13","ENSG00000162734.13",1.09556981196593,6.70526873497795,113.215516186248,1.33384361980803e-23,7.15357472075815e-22
"ENSG00000114544.17","ENSG00000114544.17",0.868924230008703,3.96478296589849,113.010853978689,1.44715012958534e-23,7.71813402445512e-22
"ENSG00000197408.10","ENSG00000197408.10",-2.57921000890308,7.07637066725481,112.581507304061,1.71727764915923e-23,9.10821294581689e-22
"ENSG00000059588.10","ENSG00000059588.10",1.5788895243919,3.59904607829608,112.565881005235,1.72801237932745e-23,9.11479057227667e-22
"ENSG00000146085.8","ENSG00000146085.8",-1.22854866112852,6.5131300708963,112.468639600781,1.79634607483921e-23,9.42345481882862e-22
"ENSG00000167291.16","ENSG00000167291.16",1.49389735871363,3.55907031498638,112.215655314893,1.98712052233889e-23,1.03557313515459e-21
"ENSG00000197136.4","ENSG00000197136.4",0.903833019018574,4.2392865518328,112.204940218887,1.99563572920416e-23,1.03557313515459e-21
"ENSG00000175063.17","ENSG00000175063.17",3.28318478099041,5.00778475178721,111.860877373545,2.28945558017629e-23,1.18165449299422e-21
"ENSG00000240935.6","ENSG00000240935.6",-2.20649465500143,3.28642519382181,111.678397774291,2.4625511720928e-23,1.26419739315994e-21
"ENSG00000175806.15","ENSG00000175806.15",-1.28245177170615,4.48035371597454,111.610082171422,2.53068574314949e-23,1.28713678701007e-21
"ENSG00000170542.6","ENSG00000170542.6",-1.42157005081784,3.40614247102704,111.606756489407,2.53405054942607e-23,1.28713678701007e-21
"ENSG00000143258.16","ENSG00000143258.16",1.07181062579204,3.67242808488809,111.426881323694,2.72290097920975e-23,1.37578154739019e-21
"ENSG00000286398.1","ENSG00000286398.1",-2.84843179266089,3.73858168337991,111.121395950965,3.07661045359629e-23,1.54635918086515e-21
"ENSG00000151726.15","ENSG00000151726.15",-1.74815744682132,8.1955867312169,110.952611810784,3.29148267884793e-23,1.64574133942397e-21
"ENSG00000162772.17","ENSG00000162772.17",-1.61816215587033,5.063033871272,110.732444793608,3.59460086849307e-23,1.78798799676339e-21
"ENSG00000198142.5","ENSG00000198142.5",-1.07135105107285,4.71804686454642,110.624047341624,3.75399118255406e-23,1.85764512126387e-21
"ENSG00000180900.20","ENSG00000180900.20",1.32191473498418,5.29740287638453,110.546087438639,3.87299878618079e-23,1.90670709473516e-21
"ENSG00000156831.8","ENSG00000156831.8",1.37433385335285,4.40007883175753,110.221873737008,4.4099860862646e-23,2.15999318510919e-21
"ENSG00000196510.12","ENSG00000196510.12",0.892039394732838,3.91227748736523,110.028939744572,4.7644276815299e-23,2.32175156054249e-21
"ENSG00000142166.13","ENSG00000142166.13",-0.687280352857588,5.18178165153099,109.918766661237,4.97952857414372e-23,2.41431688443332e-21
"ENSG00000198837.10","ENSG00000198837.10",1.01185585727584,3.81293484624622,109.713201019969,5.40731177122528e-23,2.60855241224938e-21
"ENSG00000189114.8","ENSG00000189114.8",1.00590059497138,3.76817303653894,109.543340469601,5.78853181191012e-23,2.77849526971686e-21
"ENSG00000108187.16","ENSG00000108187.16",-1.64831465601837,5.92940943952077,109.394134078433,6.14562270056049e-23,2.93522278235725e-21
"ENSG00000143179.16","ENSG00000143179.16",1.63424511072526,3.29202193310353,109.296054214455,6.39233143120307e-23,3.03033970360546e-21
"ENSG00000141027.21","ENSG00000141027.21",-1.00865855092442,3.59862275573494,109.289990826182,6.40790583158237e-23,3.03033970360546e-21
"ENSG00000105697.9","ENSG00000105697.9",-3.49602616264173,6.97568061066779,109.080371922231,6.97043639109758e-23,3.28020536051651e-21
"ENSG00000119711.13","ENSG00000119711.13",-1.61570954132099,6.53997479689667,108.827227120336,7.71634829826277e-23,3.61350944699135e-21
"ENSG00000134815.19","ENSG00000134815.19",1.10903863916726,3.68452383703778,108.466143646629,8.92128502269198e-23,4.15749204940985e-21
"ENSG00000121691.7","ENSG00000121691.7",-1.31062267886129,8.26893077581545,108.380975486673,9.23203153882163e-23,4.2815218730767e-21
"ENSG00000160714.10","ENSG00000160714.10",0.788394866926888,5.80015601211601,108.29670105466,9.55022364068573e-23,4.40779552647033e-21
"ENSG00000178397.13","ENSG00000178397.13",0.791041498177489,3.79835977003477,112.305026740733,9.95453816578551e-23,4.57241944457133e-21
"ENSG00000102125.16","ENSG00000102125.16",1.06281473667771,3.65563862983558,107.60273133497,1.26266743509748e-22,5.77219398901706e-21
"ENSG00000168439.17","ENSG00000168439.17",0.943007954551484,6.04166576340417,107.584174668767,1.2721377279824e-22,5.78792520788202e-21
"ENSG00000187048.13","ENSG00000187048.13",-2.13403638737088,8.23422118921642,107.569365396916,1.27974674425829e-22,5.79507959664129e-21
"ENSG00000073712.15","ENSG00000073712.15",-0.952048741089046,4.33961986195272,107.386091347035,1.37778642705113e-22,6.20974164304737e-21
"ENSG00000112118.20","ENSG00000112118.20",1.47437369684999,5.68024420455069,107.222932267787,1.4714008324632e-22,6.6006766316106e-21
"ENSG00000197858.11","ENSG00000197858.11",1.4481831145889,7.52525050578926,107.088509918214,1.55331196341284e-22,6.93571853430849e-21
"ENSG00000154096.14","ENSG00000154096.14",2.17355354657083,3.92808325741331,106.494879693443,1.9734899140238e-22,8.73792805204314e-21
"ENSG00000204371.11","ENSG00000204371.11",1.17414196123254,3.79708714184342,106.492813830904,1.97513582009725e-22,8.73792805204314e-21
"ENSG00000106462.11","ENSG00000106462.11",1.9308494521213,3.14777516916936,106.393624822919,2.05580598842832e-22,9.05309059124398e-21
"ENSG00000179886.6","ENSG00000179886.6",1.594579355936,2.91233109623767,106.204300400338,2.21909046369199e-22,9.72751984084159e-21
"ENSG00000184216.14","ENSG00000184216.14",1.29208999811856,6.30587107078763,106.176451232153,2.24418493336074e-22,9.79280698193776e-21
"ENSG00000146233.8","ENSG00000146233.8",-2.3183648844862,4.4160680528377,106.017924810148,2.39256066900889e-22,1.03930237205816e-20
"ENSG00000187824.9","ENSG00000187824.9",-1.44715291003511,5.09089137902831,105.859891275158,2.55028935191557e-22,1.10282782785538e-20
"ENSG00000175137.11","ENSG00000175137.11",0.868522892641991,4.18575406643982,105.820258973725,2.59145800482893e-22,1.10682519360558e-20
"ENSG00000125967.17","ENSG00000125967.17",1.4497392284632,4.79944627113208,105.818148767324,2.59366864484201e-22,1.10682519360558e-20
"ENSG00000163156.12","ENSG00000163156.12",1.36623266117764,4.49195601066745,105.817716663962,2.59412154751309e-22,1.10682519360558e-20
"ENSG00000163918.11","ENSG00000163918.11",1.56663393213569,3.93107565685103,105.560914594119,2.87784627466476e-22,1.22244797507884e-20
"ENSG00000134291.12","ENSG00000134291.12",1.46126412986738,5.65194971836698,105.176541047109,3.36186674641703e-22,1.4217586240354e-20
"ENSG00000171223.6","ENSG00000171223.6",-1.40316063884125,7.17519251039741,105.10903816118,3.45495385755773e-22,1.45471741370852e-20
"ENSG00000145439.12","ENSG00000145439.12",-1.11831594467737,4.23715237983912,104.90741405412,3.74870690915772e-22,1.56480311519536e-20
"ENSG00000203760.9","ENSG00000203760.9",2.33161047156112,4.34153576059601,104.907216001727,3.74900746348888e-22,1.56480311519536e-20
"ENSG00000170185.10","ENSG00000170185.10",-0.929949606538066,3.47343385620755,104.778337315323,3.94981318858515e-22,1.64148080564578e-20
"ENSG00000143553.11","ENSG00000143553.11",0.703776033228258,5.66761237946667,104.705480363446,4.06807795808622e-22,1.68334260334602e-20
"ENSG00000136160.17","ENSG00000136160.17",-1.36603391701595,3.77947347629197,104.415565041552,4.57501353816307e-22,1.88498411872813e-20
"ENSG00000160753.16","ENSG00000160753.16",1.37051897611841,3.62204249711572,104.245215855661,4.90201401256608e-22,2.01108267182198e-20
"ENSG00000182307.14","ENSG00000182307.14",1.24582017228186,5.08328648301983,104.162455789991,5.06925696583221e-22,2.07084539880805e-20
"ENSG00000129351.17","ENSG00000129351.17",0.795419723448504,5.09289613455253,104.071083203573,5.26057300153468e-22,2.13989410231919e-20
"ENSG00000127191.18","ENSG00000127191.18",1.17952512213198,4.39722173518892,103.998246424152,5.418263504681e-22,2.19473964746572e-20
"ENSG00000163297.17","ENSG00000163297.17",-1.14242248335102,3.40883170775491,103.908791103523,5.61844796059141e-22,2.26626472359989e-20
"ENSG00000198169.9","ENSG00000198169.9",1.23247176848327,3.09291147378192,103.739301762909,6.01834480689411e-22,2.41741046636751e-20
"ENSG00000165424.7","ENSG00000165424.7",-1.07025907449725,4.26795036494103,103.726688251205,6.0492247464221e-22,2.41968989856884e-20
"ENSG00000160949.17","ENSG00000160949.17",1.72537331975515,2.91799138914026,103.51453387636,6.59313876474721e-22,2.62631253699474e-20
"ENSG00000118514.14","ENSG00000118514.14",-1.78502782398001,6.598675148723,103.498728137735,6.63557600181168e-22,2.63229461228893e-20
"ENSG00000143878.10","ENSG00000143878.10",-1.38479650355631,9.40412139974864,103.449545901239,6.76939065378571e-22,2.67432717186596e-20
"ENSG00000139793.18","ENSG00000139793.18",-1.23023180180979,5.08485736277716,103.43876311317,6.79908894273017e-22,2.67505138730367e-20
"ENSG00000162522.11","ENSG00000162522.11",1.49500637655508,5.06728288938203,103.37504748888,6.97726856396637e-22,2.73395013118682e-20
"ENSG00000014164.7","ENSG00000014164.7",1.15842061587792,4.72080999071955,103.259161778751,7.31345732266415e-22,2.85403212591772e-20
"ENSG00000164038.16","ENSG00000164038.16",-1.28812701395042,3.47334046228012,102.88389079186,8.51798218596955e-22,3.31063275244161e-20
"ENSG00000158773.14","ENSG00000158773.14",0.85757291482122,5.92464384785519,102.408119487089,1.03360402926734e-21,4.00104785522843e-20
"ENSG00000117305.15","ENSG00000117305.15",-1.17735382676469,6.39617803671655,101.813417849011,1.31669597641494e-21,5.07641822232266e-20
"ENSG00000163110.15","ENSG00000163110.15",-0.971685182156889,4.55057253274202,101.787083175635,1.3308950947893e-21,5.11063716399092e-20
"ENSG00000183421.12","ENSG00000183421.12",-1.22531767102038,3.94951813191912,101.13636595983,1.73510663223082e-21,6.63626441012585e-20
"ENSG00000155090.15","ENSG00000155090.15",-1.30939345218605,5.41901634831355,101.067087410025,1.78483404596276e-21,6.77611298713038e-20
"ENSG00000176444.19","ENSG00000176444.19",1.01370673681397,4.58774470871222,101.065777285643,1.78578811014999e-21,6.77611298713038e-20
"ENSG00000124145.6","ENSG00000124145.6",-1.1503889131755,8.83941696998311,101.023634360874,1.81675252307138e-21,6.86646622893119e-20
"ENSG00000204291.11","ENSG00000204291.11",2.96527786935139,3.49393834518978,101.013755247262,1.82408890030452e-21,6.86715821291115e-20
"ENSG00000241058.4","ENSG00000241058.4",-1.03735494971234,4.36187121983826,100.760428105696,2.02273209068288e-21,7.5852453400608e-20
"ENSG00000152253.9","ENSG00000152253.9",2.38881451871736,2.69029142138269,100.705549107966,2.06855235496671e-21,7.7268881741947e-20
"ENSG00000136868.11","ENSG00000136868.11",-0.947674599180464,5.96327304943369,100.166337743753,2.57814162939675e-21,9.59308513263908e-20
"ENSG00000115107.20","ENSG00000115107.20",-1.59173784518894,6.25421905445071,100.06680752871,2.68516989405244e-21,9.92908907223117e-20
"ENSG00000184999.12","ENSG00000184999.12",-2.18080513600025,4.7107232237733,100.06320333179,2.68912829039594e-21,9.92908907223117e-20
"ENSG00000111671.10","ENSG00000111671.10",1.4421622741735,3.61118519815685,99.9707327786319,2.79271624279778e-21,1.0272059743624e-19
"ENSG00000154153.13","ENSG00000154153.13",-2.19208718569897,3.84579660257522,99.8875997096687,2.88926321710888e-21,1.05866133145974e-19
"ENSG00000126787.13","ENSG00000126787.13",2.88209487482111,2.67021067799685,99.8478642330399,2.93658799663655e-21,1.07191044744148e-19
"ENSG00000106397.12","ENSG00000106397.12",1.01658298255294,5.95310355971718,99.732831051677,3.07803008154497e-21,1.11918997701215e-19
"ENSG00000164611.13","ENSG00000164611.13",2.7052104198028,4.56078925027262,99.7237916479453,3.08943066571061e-21,1.11918997701215e-19
